"temno","cflo","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba","cflo_gene","cflo_name","temno_gene","temno_name"
"TGZ46825.1","XP_019885061.1",5e-169,479,1e-169,479,"LOC105257701","dehydrogenase/reductase SDR family member on chromosome X","DBV15_02589","Uncharacterized protein DBV15_02589"
"TGZ46826.1","XP_011266793.1",5e-165,461,1e-165,462,"LOC105257700","Krueppel homolog 2","DBV15_02588","Protein Kr-h2, partial"
"TGZ46829.1","XP_011263999.1",0,1345,0,1397,"LOC105256057","uncharacterized protein LOC105256057","DBV15_02565","XK-related protein"
"TGZ46829.1","XP_011264001.1",0,1345,0,1397,"LOC105256057","uncharacterized protein LOC105256057","DBV15_02565","XK-related protein"
"TGZ46829.1","XP_025269160.1",0,1345,0,1397,"LOC105256057","uncharacterized protein LOC105256057","DBV15_02565","XK-related protein"
"TGZ46830.1","XP_011254845.1",0,721,0,701,"LOC105250442","cytochrome P450 6k1","DBV15_02564","Uncharacterized protein DBV15_02564"
"TGZ46830.1","XP_025269215.1",0,720,0,697,"LOC105256056","cytochrome P450 6k1","DBV15_02564","Uncharacterized protein DBV15_02564"
"TGZ46830.1","XP_025269216.1",0,720,0,697,"LOC105256056","cytochrome P450 6k1","DBV15_02564","Uncharacterized protein DBV15_02564"
"TGZ46831.1","XP_011264005.1",2e-180,500,0,500,"LOC105256061","LIM domain only protein 3","DBV15_02567","Rhombotin-1"
"TGZ46831.1","XP_011264006.1",2e-180,500,0,500,"LOC105256061","LIM domain only protein 3","DBV15_02567","Rhombotin-1"
"TGZ46832.1","XP_011264003.1",0,1165,0,1130,"LOC105256059","uncharacterized protein LOC105256059","DBV15_02566","Uncharacterized protein DBV15_02566"
"TGZ46833.1","XP_011254840.3",0,798,0,809,"LOC105250437","uncharacterized protein LOC105250437","DBV15_02561","Uncharacterized protein DBV15_02561"
"TGZ46834.1","XP_011254837.1",0,843,0,843,"LOC105250436","alkaline phosphatase 4 isoform X1","DBV15_02560","Alkaline phosphatase"
"TGZ46834.1","XP_011254838.1",0,843,0,843,"LOC105250436","alkaline phosphatase 4 isoform X1","DBV15_02560","Alkaline phosphatase"
"TGZ46834.1","XP_011254839.1",0,843,0,843,"LOC105250436","alkaline phosphatase 4 isoform X1","DBV15_02560","Alkaline phosphatase"
"TGZ46834.1","XP_025269147.1",0,843,0,843,"LOC105250436","alkaline phosphatase 4 isoform X2","DBV15_02560","Alkaline phosphatase"
"TGZ46835.1","XP_011254844.1",0,1495,0,1473,"LOC105250441","RNA exonuclease 1 homolog","DBV15_02563","RNA exonuclease 1-like protein"
"TGZ46836.1","XP_025269148.1",0,1052,0,1046,"LOC105250438","solute carrier family 41 member 1","DBV15_02562","Solute carrier family 41 member 2"
"TGZ46837.1","XP_011262449.1",0,950,0,938,"LOC105255072","protein lines","DBV15_02620","Uncharacterized protein DBV15_02620"
"TGZ46838.1","XP_011262450.2",0,1233,0,1291,"LOC105255074","splicing factor, suppressor of white-apricot homolog isoform X1","DBV15_02621","Splicing factor, arginine/serine-rich 8"
"TGZ46838.1","XP_011262451.2",0,1236,0,1285,"LOC105255074","splicing factor, suppressor of white-apricot homolog isoform X2","DBV15_02621","Splicing factor, arginine/serine-rich 8"
"TGZ46840.1","XP_025265480.1",0,1256,0,1220,"LOC105257711","AF4/FMR2 family member 4 isoform X1","DBV15_02599","Uncharacterized protein DBV15_02599"
"TGZ46840.1","XP_025265481.1",0,1256,0,1220,"LOC105257711","AF4/FMR2 family member 4 isoform X1","DBV15_02599","Uncharacterized protein DBV15_02599"
"TGZ46840.1","XP_025265482.1",0,1256,0,1220,"LOC105257711","AF4/FMR2 family member 4 isoform X1","DBV15_02599","Uncharacterized protein DBV15_02599"
"TGZ46840.1","XP_025265483.1",0,1256,0,1220,"LOC105257711","AF4/FMR2 family member 4 isoform X1","DBV15_02599","Uncharacterized protein DBV15_02599"
"TGZ46840.1","XP_025265484.1",0,1256,0,1220,"LOC105257711","AF4/FMR2 family member 4 isoform X2","DBV15_02599","Uncharacterized protein DBV15_02599"
"TGZ46840.1","XP_025265485.1",0,1257,0,1222,"LOC105257711","AF4/FMR2 family member 4 isoform X3","DBV15_02599","Uncharacterized protein DBV15_02599"
"TGZ46846.1","XP_011252222.1",0,1004,0,1004,"LOC105248880","putative oxidoreductase GLYR1 homolog","DBV15_02604","Uncharacterized protein DBV15_02604"
"TGZ46847.1","XP_011252219.1",0,1408,0,1450,"LOC105248879","leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 isoform X1","DBV15_02605","Carboxypeptidase N subunit 2"
"TGZ46847.1","XP_011252220.1",0,1408,0,1450,"LOC105248879","leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 isoform X1","DBV15_02605","Carboxypeptidase N subunit 2"
"TGZ46847.1","XP_011252221.1",0,1371,0,1414,"LOC105248879","leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 isoform X2","DBV15_02605","Carboxypeptidase N subunit 2"
"TGZ46848.1","XP_011252223.1",1e-151,426,4e-152,426,"LOC105248881","NEDD4 family-interacting protein 1-like","DBV15_02606","Uncharacterized protein DBV15_02606"
"TGZ46849.1","XP_011252234.1",0,541,0,521,"LOC105248889","peptidyl-prolyl cis-trans isomerase D","DBV15_02607","Peptidyl-prolyl cis-trans isomerase D"
"TGZ46850.1","XP_011252224.2",0,1694,0,1694,"LOC105248883","centrosomal protein of 97 kDa isoform X1","DBV15_02608","Centrosomal protein of 97 kDa"
"TGZ46850.1","XP_011252225.2",0,1694,0,1694,"LOC105248883","centrosomal protein of 97 kDa isoform X1","DBV15_02608","Centrosomal protein of 97 kDa"
"TGZ46850.1","XP_025265493.1",0,1662,0,1662,"LOC105248883","centrosomal protein of 97 kDa isoform X2","DBV15_02608","Centrosomal protein of 97 kDa"
"TGZ46851.1","XP_011252228.1",0,2099,0,2071,"LOC105248885","DNA polymerase subunit gamma-1, mitochondrial","DBV15_02609","Uncharacterized protein DBV15_02609"
"TGZ46852.1","XP_011266803.1",0,2002,0,1996,"LOC105257707","transient receptor potential-gamma protein","DBV15_02594","Uncharacterized protein DBV15_02594"
"TGZ46852.1","XP_011266804.1",0,2002,0,1996,"LOC105257707","transient receptor potential-gamma protein","DBV15_02594","Uncharacterized protein DBV15_02594"
"TGZ46852.1","XP_011266806.1",0,2002,0,1996,"LOC105257707","transient receptor potential-gamma protein","DBV15_02594","Uncharacterized protein DBV15_02594"
"TGZ46852.1","XP_011266807.1",0,2002,0,1996,"LOC105257707","transient receptor potential-gamma protein","DBV15_02594","Uncharacterized protein DBV15_02594"
"TGZ46852.1","XP_011266808.1",0,2002,0,1996,"LOC105257707","transient receptor potential-gamma protein","DBV15_02594","Uncharacterized protein DBV15_02594"
"TGZ46852.1","XP_011266810.1",0,2002,0,1996,"LOC105257707","transient receptor potential-gamma protein","DBV15_02594","Uncharacterized protein DBV15_02594"
"TGZ46852.1","XP_011266812.1",0,2002,0,1996,"LOC105257707","transient receptor potential-gamma protein","DBV15_02594","Uncharacterized protein DBV15_02594"
"TGZ46852.1","XP_011266813.1",0,2002,0,1996,"LOC105257707","transient receptor potential-gamma protein","DBV15_02594","Uncharacterized protein DBV15_02594"
"TGZ46852.1","XP_011266814.1",0,2002,0,1996,"LOC105257707","transient receptor potential-gamma protein","DBV15_02594","Uncharacterized protein DBV15_02594"
"TGZ46852.1","XP_011266815.1",0,2002,0,1996,"LOC105257707","transient receptor potential-gamma protein","DBV15_02594","Uncharacterized protein DBV15_02594"
"TGZ46852.1","XP_025265499.1",0,2002,0,1996,"LOC105257707","transient receptor potential-gamma protein","DBV15_02594","Uncharacterized protein DBV15_02594"
"TGZ46852.1","XP_025265500.1",0,2002,0,1996,"LOC105257707","transient receptor potential-gamma protein","DBV15_02594","Uncharacterized protein DBV15_02594"
"TGZ46854.1","XP_011266798.1",5e-154,429,2e-154,429,"LOC105257704","ras-related protein Rab-30","DBV15_02590","Ras-related protein Rab-30"
"TGZ46855.1","XP_011266797.1",9e-180,498,4e-180,498,"LOC105257702","vacuolar-sorting protein SNF8","DBV15_02591","Vacuolar-sorting protein SNF8"
"TGZ46856.1","XP_025265468.1",0,672,0,672,"LOC105257712","protein hook homolog isoform X1","DBV15_02592","Uncharacterized protein DBV15_02592"
"TGZ46858.1","XP_011265204.1",2e-137,402,2e-145,421,"LOC105256720","calmodulin isoform X1","DBV15_02578","Calmodulin, partial"
"TGZ46858.1","XP_011265205.1",2e-133,391,5e-141,409,"LOC105256720","calmodulin isoform X3","DBV15_02578","Calmodulin, partial"
"TGZ46858.1","XP_011265206.1",2e-131,385,3e-133,388,"LOC105256720","calmodulin isoform X2","DBV15_02578","Calmodulin, partial"
"TGZ46859.1","XP_025265546.1",0,1603,0,1582,"LOC105256718","ubinuclein-1 isoform X1","DBV15_02579","Ubinuclein-1"
"TGZ46859.1","XP_025265547.1",0,1618,0,1596,"LOC105256718","ubinuclein-1 isoform X2","DBV15_02579","Ubinuclein-1"
"TGZ46860.1","XP_011265211.2",0,635,0,620,"LOC105256724","RIB43A-like with coiled-coils protein 2","DBV15_02576","RIB43A-like with coiled-coils protein 2"
"TGZ46861.1","XP_011265208.1",0,2531,0,2583,"LOC105256721","uncharacterized protein LOC105256721","DBV15_02577","Uncharacterized protein DBV15_02577, partial"
"TGZ46862.1","XP_011265213.1",8e-87,253,3e-87,253,"LOC105256725","fatty acid-binding protein, muscle isoform X2","DBV15_02574","Myelin p2"
"TGZ46863.1","XP_011264007.1",5e-178,539,9e-176,533,"LOC105256063","uncharacterized protein LOC105256063 isoform X1","DBV15_02572","Uncharacterized protein DBV15_02572, partial"
"TGZ46864.1","XP_011265216.1",2e-169,481,5e-170,481,"LOC105256727","cell cycle checkpoint protein RAD1-like","DBV15_02573","Cell cycle checkpoint protein RAD1"
"TGZ46865.1","XP_011264004.1",7e-159,443,3e-159,443,"LOC105256060","LIM domain only protein 3","DBV15_02570","Uncharacterized protein DBV15_02570"
"TGZ46865.1","XP_025269218.1",7e-159,443,3e-159,443,"LOC105256060","LIM domain only protein 3","DBV15_02570","Uncharacterized protein DBV15_02570"
"TGZ46868.1","XP_011265209.1",2e-167,466,1e-167,466,"LOC105256722","uncharacterized protein LOC105256722 isoform X2","DBV15_02575","Uncharacterized protein DBV15_02575"
"TGZ46868.1","XP_025265449.1",4e-168,468,2e-168,468,"LOC105256722","uncharacterized protein LOC105256722 isoform X1","DBV15_02575","Uncharacterized protein DBV15_02575"
"TGZ46869.1","XP_011265189.1",0,2187,0,2247,"LOC105256714","multidrug resistance protein homolog 49 isoform X1","DBV15_02583","Uncharacterized protein DBV15_02583"
"TGZ46869.1","XP_011265190.1",0,2187,0,2247,"LOC105256714","multidrug resistance protein homolog 49 isoform X1","DBV15_02583","Uncharacterized protein DBV15_02583"
"TGZ46869.1","XP_011265191.1",0,2187,0,2247,"LOC105256714","multidrug resistance protein homolog 49 isoform X1","DBV15_02583","Uncharacterized protein DBV15_02583"
"TGZ46869.1","XP_011265193.1",0,2187,0,2247,"LOC105256714","multidrug resistance protein homolog 49 isoform X1","DBV15_02583","Uncharacterized protein DBV15_02583"
"TGZ46869.1","XP_011265194.1",0,2187,0,2247,"LOC105256714","multidrug resistance protein homolog 49 isoform X1","DBV15_02583","Uncharacterized protein DBV15_02583"
"TGZ46869.1","XP_011265195.1",0,2187,0,2248,"LOC105256714","multidrug resistance protein homolog 49 isoform X2","DBV15_02583","Uncharacterized protein DBV15_02583"
"TGZ46869.1","XP_011265197.1",0,2187,0,2248,"LOC105256714","multidrug resistance protein homolog 49 isoform X2","DBV15_02583","Uncharacterized protein DBV15_02583"
"TGZ46869.1","XP_019884761.1",0,2187,0,2247,"LOC105256714","multidrug resistance protein homolog 49 isoform X1","DBV15_02583","Uncharacterized protein DBV15_02583"
"TGZ46869.1","XP_019884762.1",0,2187,0,2247,"LOC105256714","multidrug resistance protein homolog 49 isoform X1","DBV15_02583","Uncharacterized protein DBV15_02583"
"TGZ46869.1","XP_019884763.1",0,2187,0,2248,"LOC105256714","multidrug resistance protein homolog 49 isoform X2","DBV15_02583","Uncharacterized protein DBV15_02583"
"TGZ46869.1","XP_025265510.1",0,2078,0,2138,"LOC105256714","multidrug resistance protein homolog 49 isoform X3","DBV15_02583","Uncharacterized protein DBV15_02583"
"TGZ46870.1","XP_011265200.1",2e-75,223,9e-76,223,"LOC105256717","cAMP-responsive element-binding protein-like 2","DBV15_02580","Uncharacterized protein DBV15_02580"
"TGZ46871.1","XP_011266792.1",2e-169,472,1e-169,472,"LOC105257699","40S ribosomal protein S3","DBV15_02587","Uncharacterized protein DBV15_02587"
"TGZ46872.1","XP_011265178.1",5e-159,457,5e-161,461,"LOC105256710","cathepsin O","DBV15_02586","Cathepsin O"
"TGZ46874.1","XP_011265198.1",0,536,0,537,"LOC105256715","dipeptidase 1","DBV15_02581","Dipeptidase"
"TGZ46874.1","XP_025265511.1",0,536,0,537,"LOC105256715","dipeptidase 1","DBV15_02581","Dipeptidase"
"TGZ46875.1","XP_011265180.1",0,656,0,656,"LOC105256711","tryptophan 2,3-dioxygenase","DBV15_02585","Tryptophan 2,3-dioxygenase"
"TGZ46876.1","XP_025265506.1",0,6595,0,6618,"LOC105256712","uncharacterized protein LOC105256712 isoform X1","DBV15_02584","ATP-binding cassette sub-family A member 13"
"TGZ46876.1","XP_025265507.1",0,6595,0,6618,"LOC105256712","uncharacterized protein LOC105256712 isoform X1","DBV15_02584","ATP-binding cassette sub-family A member 13"
"TGZ46876.1","XP_025265508.1",0,6595,0,6617,"LOC105256712","uncharacterized protein LOC105256712 isoform X2","DBV15_02584","ATP-binding cassette sub-family A member 13"
"TGZ46877.1","XP_025262530.1",3e-162,463,1e-162,463,"LOC105254278","odorant receptor 13a-like isoform X1","DBV15_12216","Uncharacterized protein DBV15_12216"
"TGZ46916.1","XP_011251774.2",0,3979,0,3959,"LOC105248594","HEAT repeat-containing protein 5B isoform X1","DBV15_04079","HEAT repeat-containing protein 5B"
"TGZ46916.1","XP_011251775.2",0,3985,0,3965,"LOC105248594","HEAT repeat-containing protein 5B isoform X2","DBV15_04079","HEAT repeat-containing protein 5B"
"TGZ46916.1","XP_011251776.2",0,3946,0,3927,"LOC105248594","HEAT repeat-containing protein 5B isoform X3","DBV15_04079","HEAT repeat-containing protein 5B"
"TGZ46916.1","XP_011251778.2",0,3953,0,3934,"LOC105248594","HEAT repeat-containing protein 5B isoform X4","DBV15_04079","HEAT repeat-containing protein 5B"
"TGZ46916.1","XP_025262615.1",0,3979,0,3959,"LOC105248594","HEAT repeat-containing protein 5B isoform X1","DBV15_04079","HEAT repeat-containing protein 5B"
"TGZ46917.1","XP_011258245.1",0,969,0,969,"LOC105252531","dihydrolipoyl dehydrogenase, mitochondrial","DBV15_04078","Dihydrolipoyl dehydrogenase, partial"
"TGZ46920.1","XP_011265220.1",0,866,0,866,"LOC105256733","serine/threonine-protein kinase pelle","DBV15_04102","Uncharacterized protein DBV15_04102"
"TGZ46924.1","XP_019884780.1",0,1267,0,1255,"LOC105256745","cAMP-specific 3',5'-cyclic phosphodiesterase isoform X13","DBV15_04124","Phosphodiesterase"
"TGZ46924.1","XP_019884781.1",0,1267,0,1255,"LOC105256745","cAMP-specific 3',5'-cyclic phosphodiesterase isoform X13","DBV15_04124","Phosphodiesterase"
"TGZ46924.1","XP_019884782.1",0,1267,0,1255,"LOC105256745","cAMP-specific 3',5'-cyclic phosphodiesterase isoform X13","DBV15_04124","Phosphodiesterase"
"TGZ46924.1","XP_025267698.1",0,1267,0,1255,"LOC105256745","cAMP-specific 3',5'-cyclic phosphodiesterase isoform X13","DBV15_04124","Phosphodiesterase"
"TGZ46928.1","XP_011261248.1",0,894,0,894,"LOC105254333","NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial","DBV15_04099","NADH dehydrogenase"
"TGZ46929.1","XP_025266578.1",0,1085,0,1085,"LOC105254334","RNA pseudouridylate synthase domain-containing protein 2","DBV15_04098","Uncharacterized protein DBV15_04098"
"TGZ46930.1","XP_011258974.1",0,543,0,541,"LOC105252965","zinc finger HIT domain-containing protein 2","DBV15_04093","Uncharacterized protein DBV15_04093"
"TGZ46931.1","XP_019883624.1",0,628,0,628,"LOC105252964","choline/ethanolamine kinase","DBV15_04092","Choline ethanolamine kinase"
"TGZ46933.1","XP_025262623.1",0,3062,0,3061,"LOC105252968","phosphatidylinositol 4-kinase alpha isoform X1","DBV15_04090","Phosphatidylinositol 4-kinase alpha"
"TGZ46933.1","XP_025262624.1",0,3010,0,3011,"LOC105252968","phosphatidylinositol 4-kinase alpha isoform X2","DBV15_04090","Phosphatidylinositol 4-kinase alpha"
"TGZ46935.1","XP_011268498.2",0,676,0,676,"LOC105258728","protein nessun dorma","DBV15_04096","SHC SH2 domain-binding protein 1"
"TGZ46939.1","XP_011265251.1",0,602,0,602,"LOC105256740","uncharacterized protein YJR142W","DBV15_04112","Uncharacterized protein DBV15_04112"
"TGZ46940.1","XP_011265252.1",2e-171,483,3e-175,492,"LOC105256741","probable rRNA-processing protein EBP2 homolog","DBV15_04113","Uncharacterized protein DBV15_04113"
"TGZ46943.1","XP_011259314.1",0,631,0,608,"LOC105253168","prolactin regulatory element-binding protein","DBV15_04100","Prolactin regulatory element-binding protein"
"TGZ46945.1","XP_011258965.1",0,598,0,598,"LOC105252958","phosphatidylserine decarboxylase proenzyme, mitochondrial","DBV15_04085","Phosphatidylserine decarboxylase proenzyme, mitochondrial"
"TGZ46946.1","XP_011258966.1",1e-152,433,2e-153,434,"LOC105252959","ras-related protein Rac1","DBV15_04086","Rho-related GTP-binding protein RhoU"
"TGZ46947.1","XP_011258967.1",0,902,0,926,"LOC105252960","probable tRNA (uracil-O(2)-)-methyltransferase","DBV15_04087","putative tRNA (Uracil-O(2)-)-methyltransferase"
"TGZ46948.1","XP_011251765.1",0,778,0,778,"LOC105248591","carbohydrate sulfotransferase 4 isoform X1","DBV15_04080","Carbohydrate sulfotransferase 5"
"TGZ46948.1","XP_011251766.1",0,779,0,779,"LOC105248591","carbohydrate sulfotransferase 4 isoform X2","DBV15_04080","Carbohydrate sulfotransferase 5"
"TGZ46948.1","XP_011251768.1",0,788,0,788,"LOC105248591","carbohydrate sulfotransferase 4 isoform X3","DBV15_04080","Carbohydrate sulfotransferase 5"
"TGZ46948.1","XP_011251769.1",0,781,0,781,"LOC105248591","carbohydrate sulfotransferase 4 isoform X5","DBV15_04080","Carbohydrate sulfotransferase 5"
"TGZ46948.1","XP_011251771.1",0,788,0,788,"LOC105248591","carbohydrate sulfotransferase 4 isoform X6","DBV15_04080","Carbohydrate sulfotransferase 5"
"TGZ46948.1","XP_019882232.1",0,788,0,788,"LOC105248591","carbohydrate sulfotransferase 4 isoform X4","DBV15_04080","Carbohydrate sulfotransferase 5"
"TGZ46948.1","XP_025262611.1",0,798,0,798,"LOC105248591","carbohydrate sulfotransferase 4 isoform X7","DBV15_04080","Carbohydrate sulfotransferase 5"
"TGZ46948.1","XP_025262612.1",0,774,0,774,"LOC105248591","carbohydrate sulfotransferase 4 isoform X8","DBV15_04080","Carbohydrate sulfotransferase 5"
"TGZ46948.1","XP_025262613.1",0,792,0,792,"LOC105248591","carbohydrate sulfotransferase 4 isoform X9","DBV15_04080","Carbohydrate sulfotransferase 5"
"TGZ46948.1","XP_025262614.1",0,783,0,783,"LOC105248591","carbohydrate sulfotransferase 4 isoform X10","DBV15_04080","Carbohydrate sulfotransferase 5"
"TGZ46949.1","XP_025262609.1",0,914,0,915,"LOC105254157","beta-1,4-glucuronyltransferase 1","DBV15_04081","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase"
"TGZ46949.1","XP_025262610.1",0,914,0,915,"LOC105254157","beta-1,4-glucuronyltransferase 1","DBV15_04081","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase"
"TGZ46950.1","XP_011258962.2",0,1620,0,1583,"LOC105252956","RNA polymerase II-associated protein 1","DBV15_04082","Uncharacterized protein DBV15_04082"
"TGZ46951.1","XP_011258964.1",5e-114,325,2e-114,325,"LOC105252957","CB1 cannabinoid receptor-interacting protein 1","DBV15_04083","Uncharacterized protein DBV15_04083"
